Cidade-Uf,mes/ano,chs
ANANINDEUA-PA,01/12/2022,"65,27%"
SAO JOAO DE MERITI-RJ,01/12/2022,"78,13%"
APARECIDA DE GOIANIA-GO,01/12/2022,"76,95%"
NITEROI-RJ,01/12/2022,"83,82%"
CAMPOS DOS GOYTACAZES-RJ,01/12/2022,"46,52%"
CAXIAS DO SUL-RS,01/12/2022,"67,68%"
MAUA-SP,01/12/2022,"67,13%"
FLORIANOPOLIS-SC,01/12/2022,"87,51%"
VILA VELHA-ES,01/12/2022,"74,07%"
SANTOS-SP,01/12/2022,"69,04%"
SAO JOSE DO RIO PRETO-SP,01/12/2022,"83,74%"
PORTO VELHO-RO,01/12/2022,"54,22%"
SERRA-ES,01/12/2022,"60,84%"
DIADEMA-SP,01/12/2022,"80,58%"
OLINDA-PE,01/12/2022,"71,50%"
MACAPA-AP,01/12/2022,"29,57%"
BETIM-MG,01/12/2022,"54,03%"
CAMPINA GRANDE-PB,01/12/2022,"60,82%"
MOGI DAS CRUZES-SP,01/12/2022,"70,87%"
CARAPICUIBA-SP,01/12/2022,"84,63%"
PIRACICABA-SP,01/12/2022,"65,10%"
MONTES CLAROS-MG,01/12/2022,"60,78%"
JUNDIAI-SP,01/12/2022,"75,21%"
MARINGA-PR,01/12/2022,"81,69%"
CARIACICA-ES,01/12/2022,"53,48%"
BAURU-SP,01/12/2022,"65,88%"
ANAPOLIS-GO,01/12/2022,"71,40%"
RIO BRANCO-AC,01/12/2022,"57,32%"
CANOAS-RS,01/12/2022,"86,54%"
SAO VICENTE-SP,01/12/2022,"54,75%"
VITORIA-ES,01/12/2022,"72,00%"
PELOTAS-RS,01/12/2022,"64,14%"
FRANCA-SP,01/12/2022,"59,09%"
ITAQUAQUECETUBA-SP,01/12/2022,"64,87%"
BLUMENAU-SC,01/12/2022,"67,15%"
PONTA GROSSA-PR,01/12/2022,"68,55%"
CARUARU-PE,01/12/2022,"53,51%"
CAUCAIA-CE,01/12/2022,"29,76%"
RIBEIRAO DAS NEVES-MG,01/12/2022,"60,76%"
VITORIA DA CONQUISTA-BA,01/12/2022,"51,46%"
PAULISTA-PE,01/12/2022,"60,70%"
PETROPOLIS-RJ,01/12/2022,"60,55%"
GUARUJA-SP,01/12/2022,"55,29%"
UBERABA-MG,01/12/2022,"77,19%"
PETROLINA-PE,01/12/2022,"36,24%"
BOA VISTA-RR,01/12/2022,"47,62%"
TAUBATE-SP,01/12/2022,"81,67%"
CASCAVEL-PR,01/12/2022,"69,35%"
SANTAREM-PA,01/12/2022,"60,35%"
LIMEIRA-SP,01/12/2022,"69,00%"
SUZANO-SP,01/12/2022,"68,08%"
SAO JOSE DOS PINHAIS-PR,01/12/2022,"65,55%"
PRAIA GRANDE-SP,01/12/2022,"84,20%"
GOVERNADOR VALADARES-MG,01/12/2022,"60,91%"
VOLTA REDONDA-RJ,01/12/2022,"64,35%"
GRAVATAI-RS,01/12/2022,"74,24%"
MOSSORO-RN,01/12/2022,"58,78%"
SANTA MARIA-RS,01/12/2022,"63,59%"
FOZ DO IGUACU-PR,01/12/2022,"66,61%"
VARZEA GRANDE-MT,01/12/2022,"61,54%"
NOVO HAMBURGO-RS,01/12/2022,"76,14%"
IMPERATRIZ-MA,01/12/2022,"63,61%"
JUAZEIRO DO NORTE-CE,01/12/2022,"59,60%"
SUMARE-SP,01/12/2022,"83,96%"
BARUERI-SP,01/12/2022,"72,46%"
IPATINGA-MG,01/12/2022,"67,03%"
CAMACARI-BA,01/12/2022,"32,94%"
VIAMAO-RS,01/12/2022,"51,27%"
EMBU DAS ARTES-SP,01/12/2022,"62,10%"
ITABORAI-RJ,01/12/2022,"31,52%"
TABOAO DA SERRA-SP,01/12/2022,"72,21%"
MAGE-RJ,01/12/2022,"31,18%"
MARABA-PA,01/12/2022,"25,84%"
PALMAS-TO,01/12/2022,"49,96%"
SAO CARLOS-SP,01/12/2022,"72,62%"
COLOMBO-PR,01/12/2022,"67,10%"
ARAPIRACA-AL,01/12/2022,"69,82%"
MARILIA-SP,01/12/2022,"68,90%"
SETE LAGOAS-MG,01/12/2022,"74,73%"
SAO LEOPOLDO-RS,01/12/2022,"78,94%"
DIVINOPOLIS-MG,01/12/2022,"83,29%"
MARACANAU-CE,01/12/2022,"47,96%"
AMERICANA-SP,01/12/2022,"88,52%"
JACAREI-SP,01/12/2022,"62,38%"
ITAPEVI-SP,01/12/2022,"67,76%"
PARNAMIRIM-RN,01/12/2022,"57,20%"
PRESIDENTE PRUDENTE-SP,01/12/2022,"73,18%"
ARARAQUARA-SP,01/12/2022,"71,40%"
MACAE-RJ,01/12/2022,"40,74%"
ITABUNA-BA,01/12/2022,"33,18%"
SAO JOSE-SC,01/12/2022,"97,23%"
SANTA LUZIA-MG,01/12/2022,"60,99%"
INDAIATUBA-SP,01/12/2022,"70,33%"
ALVORADA-RS,01/12/2022,"61,12%"
COTIA-SP,01/12/2022,"70,37%"
JUAZEIRO-BA,01/12/2022,"42,31%"
HORTOLANDIA-SP,01/12/2022,"86,11%"
RIO GRANDE-RS,01/12/2022,"50,29%"
DOURADOS-MS,01/12/2022,"70,65%"
CRICIUMA-SC,01/12/2022,"73,62%"
RONDONOPOLIS-MT,01/12/2022,"69,24%"
CACHOEIRO DE ITAPEMIRIM-ES,01/12/2022,"68,13%"
CABO FRIO-RJ,01/12/2022,"60,79%"
RIO CLARO-SP,01/12/2022,"64,11%"
SOBRAL-CE,01/12/2022,"53,80%"
SANTA BARBARA DOESTE-SP,01/12/2022,"76,37%"
PASSO FUNDO-RS,01/12/2022,"81,21%"
ARACATUBA-SP,01/12/2022,"82,41%"
CHAPECO-SC,01/12/2022,"61,11%"
ITAJAI-SC,01/12/2022,"75,46%"
ILHEUS-BA,01/12/2022,"56,62%"
CABO DE SANTO AGOSTINHO-PE,01/12/2022,"46,19%"
MESQUITA-RJ,01/12/2022,"86,07%"
FERRAZ DE VASCONCELOS-SP,01/12/2022,"79,92%"
NOVA FRIBURGO-RJ,01/12/2022,"46,96%"
BARRA MANSA-RJ,01/12/2022,"48,62%"
LAURO DE FREITAS-BA,01/12/2022,"74,62%"
CASTANHAL-PA,01/12/2022,"55,20%"
RIO VERDE-GO,01/12/2022,"72,28%"
IBIRITE-MG,01/12/2022,"75,79%"
ANGRA DOS REIS-RJ,01/12/2022,"36,45%"
LUZIANIA-GO,01/12/2022,"42,00%"
GUARAPUAVA-PR,01/12/2022,"60,43%"
FRANCISCO MORATO-SP,01/12/2022,"48,70%"
NOSSA SENHORA DO SOCORRO-SE,01/12/2022,"41,60%"
AGUAS LINDAS DE GOIAS-GO,01/12/2022,"52,77%"
CAMARAGIBE-PE,01/12/2022,"51,41%"
TERESOPOLIS-RJ,01/12/2022,"60,86%"
LAGES-SC,01/12/2022,"53,41%"
ITU-SP,01/12/2022,"61,27%"
PARAUAPEBAS-PA,01/12/2022,"55,04%"
POCOS DE CALDAS-MG,01/12/2022,"66,33%"
TIMON-MA,01/12/2022,"32,00%"
NILOPOLIS-RJ,01/12/2022,"77,75%"
JEQUIE-BA,01/12/2022,"23,19%"
CAXIAS-MA,01/12/2022,"51,20%"
SAO JOSE DE RIBAMAR-MA,01/12/2022,"62,17%"
PINDAMONHANGABA-SP,01/12/2022,"39,95%"
BRAGANCA PAULISTA-SP,01/12/2022,"63,30%"
PARNAIBA-PI,01/12/2022,"41,19%"
SAO CAETANO DO SUL-SP,01/12/2022,"98,77%"
QUEIMADOS-RJ,01/12/2022,"41,62%"
ITAPETININGA-SP,01/12/2022,"65,01%"
PARANAGUA-PR,01/12/2022,"68,92%"
JARAGUA DO SUL-SC,01/12/2022,"63,68%"
LINHARES-ES,01/12/2022,"49,13%"
PALHOCA-SC,01/12/2022,"86,90%"
TEIXEIRA DE FREITAS-BA,01/12/2022,"59,03%"
VALPARAISO DE GOIAS-GO,01/12/2022,"92,86%"
PATOS DE MINAS-MG,01/12/2022,"77,36%"
ALAGOINHAS-BA,01/12/2022,"68,10%"
MOGI GUACU-SP,01/12/2022,"79,83%"
ITAPECERICA DA SERRA-SP,01/12/2022,"43,05%"
ABAETETUBA-PA,01/12/2022,"7,90%"
ARAGUAINA-TO,01/12/2022,"30,44%"
TEOFILO OTONI-MG,01/12/2022,"42,31%"
SAPUCAIA DO SUL-RS,01/12/2022,"71,21%"
JAU-SP,01/12/2022,"49,13%"
BARREIRAS-BA,01/12/2022,"63,23%"
POUSO ALEGRE-MG,01/12/2022,"50,12%"
VITORIA DE SANTO ANTAO-PE,01/12/2022,"50,06%"
MARICA-RJ,01/12/2022,"78,31%"
BOTUCATU-SP,01/12/2022,"77,40%"
BARBACENA-MG,01/12/2022,"36,37%"
GARANHUNS-PE,01/12/2022,"61,52%"
ATIBAIA-SP,01/12/2022,"74,63%"
PORTO SEGURO-BA,01/12/2022,"47,94%"
VARGINHA-MG,01/12/2022,"76,72%"
URUGUAIANA-RS,01/12/2022,"41,19%"
APUCARANA-PR,01/12/2022,"76,17%"
CUBATAO-SP,01/12/2022,"19,45%"
SANTA RITA-PB,01/12/2022,"17,88%"
RESENDE-RJ,01/12/2022,"60,10%"
ARAUCARIA-PR,01/12/2022,"65,56%"
ARARAS-SP,01/12/2022,"56,30%"
CRATO-CE,01/12/2022,"33,34%"
PINHAIS-PR,01/12/2022,"93,11%"
CACHOEIRINHA-RS,01/12/2022,"75,05%"
SABARA-MG,01/12/2022,"45,08%"
SANTA CRUZ DO SUL-RS,01/12/2022,"49,16%"
CONSELHEIRO LAFAIETE-MG,01/12/2022,"80,39%"
SIMOES FILHO-BA,01/12/2022,"22,36%"
CAMETA-PA,01/12/2022,"4,36%"
BAGE-RS,01/12/2022,"31,48%"
TOLEDO-PR,01/12/2022,"54,61%"
FRANCO DA ROCHA-SP,01/12/2022,"62,12%"
CATANDUVA-SP,01/12/2022,"75,11%"
VARZEA PAULISTA-SP,01/12/2022,"72,14%"
SANTANA DE PARNAIBA-SP,01/12/2022,"77,20%"
GUARATINGUETA-SP,01/12/2022,"78,08%"
ITAPIPOCA-CE,01/12/2022,"15,52%"
BARRETOS-SP,01/12/2022,"80,42%"
MARITUBA-PA,01/12/2022,"25,01%"
SERTAOZINHO-SP,01/12/2022,"59,00%"
BAYEUX-PB,01/12/2022,"35,85%"
SINOP-MT,01/12/2022,"80,80%"
VOTORANTIM-SP,01/12/2022,"80,45%"
CODO-MA,01/12/2022,"16,02%"
ITAGUAI-RJ,01/12/2022,"34,70%"
JI PARANA-RO,01/12/2022,"47,23%"
MARANGUAPE-CE,01/12/2022,"13,66%"
ITABIRA-MG,01/12/2022,"43,61%"
BIRIGUI-SP,01/12/2022,"60,53%"
ARARUAMA-RJ,01/12/2022,"53,53%"
BRAGANCA-PA,01/12/2022,"17,18%"
CAMPO LARGO-PR,01/12/2022,"64,29%"
PACO DO LUMIAR-MA,01/12/2022,"31,16%"
ARAGUARI-MG,01/12/2022,"51,97%"
SALTO-SP,01/12/2022,"70,97%"
VESPASIANO-MG,01/12/2022,"57,98%"
SAO MATEUS-ES,01/12/2022,"30,74%"
PASSOS-MG,01/12/2022,"44,44%"
VALINHOS-SP,01/12/2022,"86,26%"
TATUI-SP,01/12/2022,"71,58%"
ALMIRANTE TAMANDARE-PR,01/12/2022,"46,74%"
RIO DAS OSTRAS-RJ,01/12/2022,"66,96%"
CORONEL FABRICIANO-MG,01/12/2022,"42,98%"
BRUSQUE-SC,01/12/2022,"35,79%"
COLATINA-ES,01/12/2022,"30,56%"
BENTO GONCALVES-RS,01/12/2022,"75,15%"
TRINDADE-GO,01/12/2022,"53,23%"
RIBEIRAO PIRES-SP,01/12/2022,"60,32%"
ARAPONGAS-PR,01/12/2022,"85,40%"
PAULO AFONSO-BA,01/12/2022,"39,84%"
POA-SP,01/12/2022,"95,84%"
GUARAPARI-ES,01/12/2022,"79,75%"
CARAGUATATUBA-SP,01/12/2022,"83,34%"
OURINHOS-SP,01/12/2022,"57,70%"
BALNEARIO CAMBORIU-SC,01/12/2022,"98,79%"
SANTANA-AP,01/12/2022,"10,25%"
ITATIBA-SP,01/12/2022,"56,38%"
BARCARENA-PA,01/12/2022,"8,71%"
UMUARAMA-PR,01/12/2022,"65,40%"
PATOS-PB,01/12/2022,"38,38%"
MURIAE-MG,01/12/2022,"55,72%"
IGARASSU-PE,01/12/2022,"32,89%"
UBA-MG,01/12/2022,"68,92%"
NOVO GAMA-GO,01/12/2022,"36,71%"
ACAILANDIA-MA,01/12/2022,"9,21%"
TRES LAGOAS-MS,01/12/2022,"54,78%"
EUNAPOLIS-BA,01/12/2022,"37,34%"
FORMOSA-GO,01/12/2022,"46,87%"
CORUMBA-MS,01/12/2022,"43,53%"
SAO LOURENCO DA MATA-PE,01/12/2022,"23,81%"
JAPERI-RJ,01/12/2022,"15,53%"
TUBARAO-SC,01/12/2022,"69,71%"
CAMBE-PR,01/12/2022,"60,04%"
ABREU E LIMA-PE,01/12/2022,"29,79%"
GUAIBA-RS,01/12/2022,"24,95%"
BACABAL-MA,01/12/2022,"28,50%"
ERECHIM-RS,01/12/2022,"35,19%"
PARINTINS-AM,01/12/2022,"3,09%"
ITUIUTABA-MG,01/12/2022,"48,34%"
JANDIRA-SP,01/12/2022,"69,86%"
ASSIS-SP,01/12/2022,"73,67%"
TUCURUI-PA,01/12/2022,"5,12%"
CAIEIRAS-SP,01/12/2022,"63,54%"
ARAXA-MG,01/12/2022,"50,74%"
LAVRAS-MG,01/12/2022,"48,14%"
BARRA DO PIRAI-RJ,01/12/2022,"12,64%"
IGUATU-CE,01/12/2022,"27,70%"
SANTA CRUZ DO CAPIBARIBE-PE,01/12/2022,"10,39%"
ITAPERUNA-RJ,01/12/2022,"72,06%"
ALTAMIRA-PA,01/12/2022,"49,44%"
LEME-SP,01/12/2022,"49,40%"
LAGARTO-SE,01/12/2022,"16,12%"
ITUMBIARA-GO,01/12/2022,"56,56%"
PARAGOMINAS-PA,01/12/2022,"32,19%"
SANTO ANTONIO DE JESUS-BA,01/12/2022,"48,07%"
ITAJUBA-MG,01/12/2022,"43,42%"
ITAITUBA-PA,01/12/2022,"2,89%"
PIRAQUARA-PR,01/12/2022,"62,94%"
ITANHAEM-SP,01/12/2022,"81,78%"
SAO GONCALO DO AMARANTE-RN,01/12/2022,"33,54%"
ITAPEVA-SP,01/12/2022,"46,80%"
CAMPO MOURAO-PR,01/12/2022,"64,96%"
SARANDI-PR,01/12/2022,"78,86%"
SAO PEDRO DA ALDEIA-RJ,01/12/2022,"66,64%"
SENADOR CANEDO-GO,01/12/2022,"65,97%"
ITABAIANA-SE,01/12/2022,"15,28%"
ITAUNA-MG,01/12/2022,"37,20%"
CATALAO-GO,01/12/2022,"66,93%"
ARIQUEMES-RO,01/12/2022,"37,51%"
VOTUPORANGA-SP,01/12/2022,"48,55%"
CACAPAVA-SP,01/12/2022,"42,87%"
JATAI-GO,01/12/2022,"66,66%"
VALENCA-BA,01/12/2022,"20,53%"
MOGI MIRIM-SP,01/12/2022,"66,40%"
SAO JOAO DA BOA VISTA-SP,01/12/2022,"64,87%"
PAULINIA-SP,01/12/2022,"79,88%"
SAO JOAO DEL REI-MG,01/12/2022,"58,66%"
ITACOATIARA-AM,01/12/2022,"1,10%"
LORENA-SP,01/12/2022,"62,55%"
ESTEIO-RS,01/12/2022,"79,79%"
TIMOTEO-MG,01/12/2022,"48,54%"
FAZENDA RIO GRANDE-PR,01/12/2022,"74,90%"
PARA DE MINAS-MG,01/12/2022,"53,98%"
MAIRIPORA-SP,01/12/2022,"30,83%"
CANDEIAS-BA,01/12/2022,"24,97%"
BREVES-PA,01/12/2022,"1,62%"
TANGARA DA SERRA-MT,01/12/2022,"35,19%"
PARANAVAI-PR,01/12/2022,"68,91%"
CARATINGA-MG,01/12/2022,"29,43%"
AVARE-SP,01/12/2022,"39,93%"
CACERES-MT,01/12/2022,"15,22%"
PARACATU-MG,01/12/2022,"45,15%"
SANTANA DO LIVRAMENTO-RS,01/12/2022,"11,90%"
NOVA LIMA-MG,01/12/2022,"45,04%"
CACHOEIRA DO SUL-RS,01/12/2022,"14,89%"
UBATUBA-SP,01/12/2022,"69,93%"
SAO ROQUE-SP,01/12/2022,"63,31%"
ARACRUZ-ES,01/12/2022,"20,33%"
SAO CRISTOVAO-SE,01/12/2022,"31,41%"
PATROCINIO-MG,01/12/2022,"30,93%"
IPOJUCA-PE,01/12/2022,"18,09%"
SEROPEDICA-RJ,01/12/2022,"18,73%"
PLANALTINA-GO,01/12/2022,"34,39%"
CRUZEIRO-SP,01/12/2022,"36,38%"
IJUI-RS,01/12/2022,"31,63%"
TRES RIOS-RJ,01/12/2022,"15,77%"
BARRA DO CORDA-MA,01/12/2022,"2,84%"
MANHUACU-MG,01/12/2022,"29,65%"
MATAO-SP,01/12/2022,"28,53%"
ARUJA-SP,01/12/2022,"61,77%"
SERRA TALHADA-PE,01/12/2022,"18,91%"
GURUPI-TO,01/12/2022,"15,92%"
ARARIPINA-PE,01/12/2022,"11,89%"
FRANCISCO BELTRAO-PR,01/12/2022,"22,84%"
QUIXADA-CE,01/12/2022,"50,61%"
GUANAMBI-BA,01/12/2022,"54,49%"
SAPIRANGA-RS,01/12/2022,"37,43%"
SANTO ANGELO-RS,01/12/2022,"32,03%"
JACOBINA-BA,01/12/2022,"23,29%"
PINHEIRO-MA,01/12/2022,"1,38%"
CARPINA-PE,01/12/2022,"35,33%"
CAMPO LIMPO PAULISTA-SP,01/12/2022,"54,69%"
JOAO MONLEVADE-MG,01/12/2022,"64,28%"
CACOAL-RO,01/12/2022,"30,64%"
BEBEDOURO-SP,01/12/2022,"47,75%"
VILHENA-RO,01/12/2022,"18,35%"
GRAVATA-PE,01/12/2022,"28,18%"
PACATUBA-CE,01/12/2022,"47,39%"
SERRINHA-BA,01/12/2022,"54,68%"
CANINDE-CE,01/12/2022,"11,64%"
LAJEADO-RS,01/12/2022,"63,51%"
SAO BENTO DO SUL-SC,01/12/2022,"19,62%"
ALFENAS-MG,01/12/2022,"37,49%"
GOIANA-PE,01/12/2022,"11,94%"
ALEGRETE-RS,01/12/2022,"16,26%"
NOVA SERRANA-MG,01/12/2022,"41,22%"
PONTA PORA-MS,01/12/2022,"33,62%"
PATO BRANCO-PR,01/12/2022,"37,74%"
VICOSA-MG,01/12/2022,"76,47%"
CRUZEIRO DO SUL-AC,01/12/2022,"8,18%"
SAO SEBASTIAO-SP,01/12/2022,"40,00%"
TRES CORACOES-MG,01/12/2022,"26,39%"
SAQUAREMA-RJ,01/12/2022,"43,78%"
PICOS-PI,01/12/2022,"25,23%"
LINS-SP,01/12/2022,"42,67%"
JABOTICABAL-SP,01/12/2022,"38,19%"
CURVELO-MG,01/12/2022,"34,95%"
REDENCAO-PA,01/12/2022,"11,39%"
TELEMACO BORBA-PR,01/12/2022,"32,19%"
UNAI-MG,01/12/2022,"57,27%"
CACADOR-SC,01/12/2022,"36,41%"
BELO JARDIM-PE,01/12/2022,"7,92%"
SAO FELIX DO XINGU-PA,01/12/2022,"2,42%"
CATAGUASES-MG,01/12/2022,"38,17%"
PIRASSUNUNGA-SP,01/12/2022,"47,48%"
CRATEUS-CE,01/12/2022,"33,79%"
CALDAS NOVAS-GO,01/12/2022,"84,73%"
AQUIRAZ-CE,01/12/2022,"24,49%"
RIO LARGO-AL,01/12/2022,"28,88%"
IBIUNA-SP,01/12/2022,"30,17%"
VALENCA-RJ,01/12/2022,"10,00%"
PALMEIRA DOS INDIOS-AL,01/12/2022,"8,82%"
ARCOVERDE-PE,01/12/2022,"24,30%"
QUIXERAMOBIM-CE,01/12/2022,"17,85%"
CIANORTE-PR,01/12/2022,"55,89%"
OURO PRETO-MG,01/12/2022,"50,55%"
VIANA-ES,01/12/2022,"37,24%"
CAJAMAR-SP,01/12/2022,"40,82%"
CHAPADINHA-MA,01/12/2022,"6,40%"
ARACATI-CE,01/12/2022,"24,94%"
TIANGUA-CE,01/12/2022,"26,96%"
RUSSAS-CE,01/12/2022,"23,47%"
CONCORDIA-SC,01/12/2022,"20,34%"
DIAS DAVILA-BA,01/12/2022,"22,15%"
CASTRO-PR,01/12/2022,"16,23%"
CAMBORIU-SC,01/12/2022,"94,10%"
SANTA ROSA-RS,01/12/2022,"28,23%"
ITAPIRA-SP,01/12/2022,"34,72%"
MOCOCA-SP,01/12/2022,"25,28%"
CEARA MIRIM-RN,01/12/2022,"4,16%"
MACAIBA-RN,01/12/2022,"6,66%"
VINHEDO-SP,01/12/2022,"84,85%"
FERNANDOPOLIS-SP,01/12/2022,"46,88%"
SAO SEBASTIAO DO PARAISO-MG,01/12/2022,"12,03%"
AMPARO-SP,01/12/2022,"40,52%"
FORMIGA-MG,01/12/2022,"29,67%"
CASCAVEL-CE,01/12/2022,"33,54%"
EMBU GUACU-SP,01/12/2022,"43,53%"
SOUSA-PB,01/12/2022,"30,96%"
NAVEGANTES-SC,01/12/2022,"63,72%"
VENANCIO AIRES-RS,01/12/2022,"3,54%"
FARROUPILHA-RS,01/12/2022,"36,59%"
TUPA-SP,01/12/2022,"19,34%"
SORRISO-MT,01/12/2022,"35,26%"
ESTANCIA-SE,01/12/2022,"16,25%"
ICO-CE,01/12/2022,"11,22%"
CAICO-RN,01/12/2022,"25,24%"
CRUZ ALTA-RS,01/12/2022,"13,54%"
CAMAQUA-RS,01/12/2022,"12,89%"
LENCOIS PAULISTA-SP,01/12/2022,"17,82%"
CAPANEMA-PA,01/12/2022,"23,64%"
SANTO ANTONIO DO DESCOBERTO-GO,01/12/2022,"23,32%"
OURICURI-PE,01/12/2022,"2,61%"
ESCADA-PE,01/12/2022,"5,19%"
ITAMARAJU-BA,01/12/2022,"14,95%"
BRUMADO-BA,01/12/2022,"6,61%"
PACAJUS-CE,01/12/2022,"23,11%"
PESQUEIRA-PE,01/12/2022,"3,54%"
VACARIA-RS,01/12/2022,"5,89%"
CONCEICAO DO COITE-BA,01/12/2022,"37,92%"
SAO BORJA-RS,01/12/2022,"11,42%"
RIO DO SUL-SC,01/12/2022,"27,92%"
CRUZ DAS ALMAS-BA,01/12/2022,"44,12%"
ARARANGUA-SC,01/12/2022,"51,17%"
JANUARIA-MG,01/12/2022,"13,66%"
CARAZINHO-RS,01/12/2022,"23,60%"
ITABERABA-BA,01/12/2022,"26,01%"
COSMOPOLIS-SP,01/12/2022,"38,41%"
PENAPOLIS-SP,01/12/2022,"27,03%"
GOIANESIA-GO,01/12/2022,"26,18%"
MORADA NOVA-CE,01/12/2022,"6,04%"
CAMPO BOM-RS,01/12/2022,"62,15%"
PENEDO-AL,01/12/2022,"11,20%"
CAMOCIM-CE,01/12/2022,"14,30%"
BOM JESUS DA LAPA-BA,01/12/2022,"7,10%"
PEDRO LEOPOLDO-MG,01/12/2022,"31,14%"
ROLANDIA-PR,01/12/2022,"34,02%"
BIGUACU-SC,01/12/2022,"57,00%"
UNIAO DOS PALMARES-AL,01/12/2022,"3,43%"
BEZERROS-PE,01/12/2022,"8,64%"
LUIS EDUARDO MAGALHAES-BA,01/12/2022,"41,74%"
PERUIBE-SP,01/12/2022,"79,46%"
MONTENEGRO-RS,01/12/2022,"46,74%"
PALMARES-PE,01/12/2022,"8,14%"
SURUBIM-PE,01/12/2022,"4,40%"
CIDADE OCIDENTAL-GO,01/12/2022,"39,36%"
GASPAR-SC,01/12/2022,"20,18%"
ICARA-SC,01/12/2022,"31,75%"
BATATAIS-SP,01/12/2022,"14,36%"
GRAJAU-MA,01/12/2022,"1,96%"
PONTE NOVA-MG,01/12/2022,"31,35%"
SANTO AMARO-BA,01/12/2022,"6,45%"
HORIZONTE-CE,01/12/2022,"24,15%"
ACARAU-CE,01/12/2022,"3,11%"
MORENO-PE,01/12/2022,"8,43%"
UNIAO DA VITORIA-PR,01/12/2022,"29,29%"
SANTA IZABEL DO PARA-PA,01/12/2022,"4,27%"
LIMOEIRO DO NORTE-CE,01/12/2022,"23,30%"
ANDRADINA-SP,01/12/2022,"35,86%"
BARRA DO GARCAS-MT,01/12/2022,"50,69%"
GUARABIRA-PB,01/12/2022,"15,28%"
MIRASSOL-SP,01/12/2022,"38,44%"
INDAIAL-SC,01/12/2022,"55,52%"
SALGUEIRO-PE,01/12/2022,"15,03%"
TRES PONTAS-MG,01/12/2022,"8,66%"
SAO MIGUEL DOS CAMPOS-AL,01/12/2022,"3,69%"
IRATI-PR,01/12/2022,"16,60%"
RIO BONITO-RJ,01/12/2022,"25,57%"
BARBALHA-CE,01/12/2022,"21,56%"
IBITINGA-SP,01/12/2022,"25,93%"
LAGOA SANTA-MG,01/12/2022,"70,72%"
TAQUARA-RS,01/12/2022,"30,58%"
PIRAPORA-MG,01/12/2022,"23,39%"
TAUA-CE,01/12/2022,"8,38%"
LIMOEIRO-PE,01/12/2022,"11,97%"
CABEDELO-PB,01/12/2022,"43,60%"
REGISTRO-SP,01/12/2022,"22,59%"
TIMBAUBA-PE,01/12/2022,"3,02%"
TAQUARITINGA-SP,01/12/2022,"8,47%"
CACHOEIRAS DE MACACU-RJ,01/12/2022,"2,72%"
CANOINHAS-SC,01/12/2022,"18,69%"
MARIANA-MG,01/12/2022,"34,50%"
PORTO FERREIRA-SP,01/12/2022,"23,81%"
FRUTAL-MG,01/12/2022,"14,50%"
GUAPIMIRIM-RJ,01/12/2022,"34,83%"
SAO BENTO DO UNA-PE,01/12/2022,"2,15%"
CAMPO BELO-MG,01/12/2022,"35,87%"
