Cidade,Uf,mes/ano,churn
ANANINDEUA,PA,01/12/2022,"10,30%"
SAO JOAO DE MERITI,RJ,01/12/2022,"19,72%"
APARECIDA DE GOIANIA,GO,01/12/2022,"10,61%"
NITEROI,RJ,01/12/2022,"5,91%"
CAMPOS DOS GOYTACAZES,RJ,01/12/2022,"8,15%"
CAXIAS DO SUL,RS,01/12/2022,"7,76%"
MAUA,SP,01/12/2022,"10,05%"
FLORIANOPOLIS,SC,01/12/2022,"6,70%"
VILA VELHA,ES,01/12/2022,"7,67%"
SANTOS,SP,01/12/2022,"8,91%"
SAO JOSE DO RIO PRETO,SP,01/12/2022,"7,81%"
PORTO VELHO,RO,01/12/2022,"5,89%"
SERRA,ES,01/12/2022,"7,65%"
DIADEMA,SP,01/12/2022,"10,71%"
OLINDA,PE,01/12/2022,"9,67%"
MACAPA,AP,01/12/2022,"8,42%"
BETIM,MG,01/12/2022,"7,49%"
CAMPINA GRANDE,PB,01/12/2022,"10,48%"
MOGI DAS CRUZES,SP,01/12/2022,"7,59%"
CARAPICUIBA,SP,01/12/2022,"7,99%"
PIRACICABA,SP,01/12/2022,"5,22%"
MONTES CLAROS,MG,01/12/2022,"13,58%"
JUNDIAI,SP,01/12/2022,"5,50%"
MARINGA,PR,01/12/2022,"5,25%"
CARIACICA,ES,01/12/2022,"8,74%"
BAURU,SP,01/12/2022,"10,25%"
ANAPOLIS,GO,01/12/2022,"7,73%"
RIO BRANCO,AC,01/12/2022,"10,29%"
CANOAS,RS,01/12/2022,"6,05%"
SAO VICENTE,SP,01/12/2022,"15,64%"
VITORIA,ES,01/12/2022,"7,11%"
PELOTAS,RS,01/12/2022,"6,70%"
FRANCA,SP,01/12/2022,"5,73%"
ITAQUAQUECETUBA,SP,01/12/2022,"16,15%"
BLUMENAU,SC,01/12/2022,"8,20%"
PONTA GROSSA,PR,01/12/2022,"8,63%"
CARUARU,PE,01/12/2022,"7,25%"
CAUCAIA,CE,01/12/2022,"10,87%"
RIBEIRAO DAS NEVES,MG,01/12/2022,"9,31%"
VITORIA DA CONQUISTA,BA,01/12/2022,"9,87%"
PAULISTA,PE,01/12/2022,"8,12%"
PETROPOLIS,RJ,01/12/2022,"8,12%"
GUARUJA,SP,01/12/2022,"6,57%"
UBERABA,MG,01/12/2022,"6,57%"
PETROLINA,PE,01/12/2022,"5,39%"
BOA VISTA,RR,01/12/2022,"7,09%"
TAUBATE,SP,01/12/2022,"8,95%"
CASCAVEL,PR,01/12/2022,"5,34%"
SANTAREM,PA,01/12/2022,"9,01%"
LIMEIRA,SP,01/12/2022,"8,98%"
SUZANO,SP,01/12/2022,"9,45%"
SAO JOSE DOS PINHAIS,PR,01/12/2022,"7,30%"
PRAIA GRANDE,SP,01/12/2022,"7,27%"
GOVERNADOR VALADARES,MG,01/12/2022,"10,17%"
VOLTA REDONDA,RJ,01/12/2022,"6,83%"
GRAVATAI,RS,01/12/2022,"10,75%"
MOSSORO,RN,01/12/2022,"8,67%"
SANTA MARIA,RS,01/12/2022,"13,14%"
FOZ DO IGUACU,PR,01/12/2022,"7,56%"
VARZEA GRANDE,MT,01/12/2022,"10,59%"
NOVO HAMBURGO,RS,01/12/2022,"5,86%"
IMPERATRIZ,MA,01/12/2022,"9,15%"
JUAZEIRO DO NORTE,CE,01/12/2022,"7,36%"
SUMARE,SP,01/12/2022,"7,30%"
BARUERI,SP,01/12/2022,"4,68%"
IPATINGA,MG,01/12/2022,"12,66%"
CAMACARI,BA,01/12/2022,"9,70%"
VIAMAO,RS,01/12/2022,"12,27%"
EMBU DAS ARTES,SP,01/12/2022,"8,49%"
ITABORAI,RJ,01/12/2022,"16,83%"
TABOAO DA SERRA,SP,01/12/2022,"10,28%"
MAGE,RJ,01/12/2022,"9,69%"
MARABA,PA,01/12/2022,"6,69%"
PALMAS,TO,01/12/2022,"10,56%"
SAO CARLOS,SP,01/12/2022,"5,98%"
COLOMBO,PR,01/12/2022,"9,12%"
ARAPIRACA,AL,01/12/2022,"8,21%"
MARILIA,SP,01/12/2022,"9,57%"
SETE LAGOAS,MG,01/12/2022,"8,33%"
SAO LEOPOLDO,RS,01/12/2022,"7,80%"
DIVINOPOLIS,MG,01/12/2022,"6,16%"
MARACANAU,CE,01/12/2022,"10,00%"
AMERICANA,SP,01/12/2022,"6,59%"
JACAREI,SP,01/12/2022,"7,69%"
ITAPEVI,SP,01/12/2022,"11,41%"
PARNAMIRIM,RN,01/12/2022,"12,78%"
PRESIDENTE PRUDENTE,SP,01/12/2022,"5,35%"
ARARAQUARA,SP,01/12/2022,"4,47%"
MACAE,RJ,01/12/2022,"6,37%"
ITABUNA,BA,01/12/2022,"14,89%"
SAO JOSE,SC,01/12/2022,"7,89%"
SANTA LUZIA,MG,01/12/2022,"10,26%"
INDAIATUBA,SP,01/12/2022,"4,91%"
ALVORADA,RS,01/12/2022,"18,28%"
COTIA,SP,01/12/2022,"7,67%"
JUAZEIRO,BA,01/12/2022,"8,11%"
HORTOLANDIA,SP,01/12/2022,"6,29%"
RIO GRANDE,RS,01/12/2022,"17,69%"
DOURADOS,MS,01/12/2022,"7,83%"
CRICIUMA,SC,01/12/2022,"7,14%"
RONDONOPOLIS,MT,01/12/2022,"8,39%"
CACHOEIRO DE ITAPEMIRIM,ES,01/12/2022,"13,64%"
CABO FRIO,RJ,01/12/2022,"12,02%"
RIO CLARO,SP,01/12/2022,"5,47%"
SOBRAL,CE,01/12/2022,"6,93%"
SANTA BARBARA DOESTE,SP,01/12/2022,"12,82%"
PASSO FUNDO,RS,01/12/2022,"6,72%"
ARACATUBA,SP,01/12/2022,"6,47%"
CHAPECO,SC,01/12/2022,"3,75%"
ITAJAI,SC,01/12/2022,"13,76%"
ILHEUS,BA,01/12/2022,"6,71%"
CABO DE SANTO AGOSTINHO,PE,01/12/2022,"12,84%"
MESQUITA,RJ,01/12/2022,"14,38%"
FERRAZ DE VASCONCELOS,SP,01/12/2022,"12,64%"
NOVA FRIBURGO,RJ,01/12/2022,"9,26%"
BARRA MANSA,RJ,01/12/2022,"8,41%"
LAURO DE FREITAS,BA,01/12/2022,"5,42%"
CASTANHAL,PA,01/12/2022,"17,46%"
RIO VERDE,GO,01/12/2022,"5,29%"
IBIRITE,MG,01/12/2022,"10,05%"
ANGRA DOS REIS,RJ,01/12/2022,"7,92%"
LUZIANIA,GO,01/12/2022,"15,28%"
GUARAPUAVA,PR,01/12/2022,"7,59%"
FRANCISCO MORATO,SP,01/12/2022,"7,25%"
NOSSA SENHORA DO SOCORRO,SE,01/12/2022,"9,38%"
AGUAS LINDAS DE GOIAS,GO,01/12/2022,"13,58%"
CAMARAGIBE,PE,01/12/2022,"8,33%"
TERESOPOLIS,RJ,01/12/2022,"8,77%"
LAGES,SC,01/12/2022,"7,78%"
ITU,SP,01/12/2022,"10,94%"
PARAUAPEBAS,PA,01/12/2022,"7,43%"
POCOS DE CALDAS,MG,01/12/2022,"5,63%"
TIMON,MA,01/12/2022,"7,32%"
NILOPOLIS,RJ,01/12/2022,"19,81%"
JEQUIE,BA,01/12/2022,"9,41%"
CAXIAS,MA,01/12/2022,"5,41%"
SAO JOSE DE RIBAMAR,MA,01/12/2022,"9,47%"
PINDAMONHANGABA,SP,01/12/2022,"11,83%"
BRAGANCA PAULISTA,SP,01/12/2022,"7,72%"
PARNAIBA,PI,01/12/2022,"7,09%"
SAO CAETANO DO SUL,SP,01/12/2022,"5,51%"
QUEIMADOS,RJ,01/12/2022,"23,44%"
ITAPETININGA,SP,01/12/2022,"9,33%"
PARANAGUA,PR,01/12/2022,"5,61%"
JARAGUA DO SUL,SC,01/12/2022,"5,25%"
LINHARES,ES,01/12/2022,"8,82%"
PALHOCA,SC,01/12/2022,"7,83%"
TEIXEIRA DE FREITAS,BA,01/12/2022,"8,09%"
VALPARAISO DE GOIAS,GO,01/12/2022,"7,94%"
PATOS DE MINAS,MG,01/12/2022,"6,19%"
ALAGOINHAS,BA,01/12/2022,"8,33%"
MOGI GUACU,SP,01/12/2022,"6,61%"
ITAPECERICA DA SERRA,SP,01/12/2022,"7,80%"
ABAETETUBA,PA,01/12/2022,"11,11%"
ARAGUAINA,TO,01/12/2022,"2,53%"
TEOFILO OTONI,MG,01/12/2022,"6,17%"
SAPUCAIA DO SUL,RS,01/12/2022,"10,29%"
JAU,SP,01/12/2022,"7,00%"
BARREIRAS,BA,01/12/2022,"10,74%"
POUSO ALEGRE,MG,01/12/2022,"5,88%"
VITORIA DE SANTO ANTAO,PE,01/12/2022,"7,86%"
MARICA,RJ,01/12/2022,"18,82%"
BOTUCATU,SP,01/12/2022,"8,99%"
BARBACENA,MG,01/12/2022,"4,94%"
GARANHUNS,PE,01/12/2022,"6,36%"
ATIBAIA,SP,01/12/2022,"9,55%"
PORTO SEGURO,BA,01/12/2022,"8,07%"
VARGINHA,MG,01/12/2022,"5,79%"
URUGUAIANA,RS,01/12/2022,"6,94%"
APUCARANA,PR,01/12/2022,"9,09%"
CUBATAO,SP,01/12/2022,"9,23%"
SANTA RITA,PB,01/12/2022,"4,62%"
RESENDE,RJ,01/12/2022,"4,36%"
ARAUCARIA,PR,01/12/2022,"12,36%"
ARARAS,SP,01/12/2022,"5,70%"
CRATO,CE,01/12/2022,"9,02%"
PINHAIS,PR,01/12/2022,"7,27%"
CACHOEIRINHA,RS,01/12/2022,"11,96%"
SABARA,MG,01/12/2022,"12,50%"
SANTA CRUZ DO SUL,RS,01/12/2022,"10,16%"
CONSELHEIRO LAFAIETE,MG,01/12/2022,"7,34%"
SIMOES FILHO,BA,01/12/2022,"13,33%"
CAMETA,PA,01/12/2022,"13,33%"
BAGE,RS,01/12/2022,"4,35%"
TOLEDO,PR,01/12/2022,"4,88%"
FRANCO DA ROCHA,SP,01/12/2022,"11,24%"
CATANDUVA,SP,01/12/2022,"8,15%"
VARZEA PAULISTA,SP,01/12/2022,"11,87%"
SANTANA DE PARNAIBA,SP,01/12/2022,"7,02%"
GUARATINGUETA,SP,01/12/2022,"14,04%"
ITAPIPOCA,CE,01/12/2022,"15,15%"
BARRETOS,SP,01/12/2022,"6,16%"
MARITUBA,PA,01/12/2022,"8,00%"
SERTAOZINHO,SP,01/12/2022,"9,21%"
BAYEUX,PB,01/12/2022,"15,38%"
SINOP,MT,01/12/2022,"6,04%"
VOTORANTIM,SP,01/12/2022,"8,02%"
CODO,MA,01/12/2022,"22,22%"
ITAGUAI,RJ,01/12/2022,"10,00%"
JI PARANA,RO,01/12/2022,"7,63%"
MARANGUAPE,CE,01/12/2022,"3,57%"
ITABIRA,MG,01/12/2022,"12,24%"
BIRIGUI,SP,01/12/2022,"3,82%"
ARARUAMA,RJ,01/12/2022,"6,64%"
BRAGANCA,PA,01/12/2022,"10,45%"
CAMPO LARGO,PR,01/12/2022,"12,50%"
PACO DO LUMIAR,MA,01/12/2022,"13,04%"
ARAGUARI,MG,01/12/2022,"8,05%"
SALTO,SP,01/12/2022,"7,81%"
VESPASIANO,MG,01/12/2022,"13,64%"
SAO MATEUS,ES,01/12/2022,"12,86%"
PASSOS,MG,01/12/2022,"8,38%"
VALINHOS,SP,01/12/2022,"4,68%"
TATUI,SP,01/12/2022,"16,85%"
ALMIRANTE TAMANDARE,PR,01/12/2022,"8,77%"
RIO DAS OSTRAS,RJ,01/12/2022,"8,52%"
CORONEL FABRICIANO,MG,01/12/2022,"6,96%"
BRUSQUE,SC,01/12/2022,"7,55%"
COLATINA,ES,01/12/2022,"8,33%"
BENTO GONCALVES,RS,01/12/2022,"4,91%"
TRINDADE,GO,01/12/2022,"6,74%"
RIBEIRAO PIRES,SP,01/12/2022,"7,27%"
ARAPONGAS,PR,01/12/2022,"6,38%"
PAULO AFONSO,BA,01/12/2022,"7,14%"
POA,SP,01/12/2022,"8,75%"
GUARAPARI,ES,01/12/2022,"8,41%"
CARAGUATATUBA,SP,01/12/2022,"7,04%"
OURINHOS,SP,01/12/2022,"5,77%"
BALNEARIO CAMBORIU,SC,01/12/2022,"5,33%"
SANTANA,AP,01/12/2022,"15,38%"
ITATIBA,SP,01/12/2022,"5,31%"
BARCARENA,PA,01/12/2022,"7,14%"
UMUARAMA,PR,01/12/2022,"6,86%"
PATOS,PB,01/12/2022,"13,89%"
MURIAE,MG,01/12/2022,"4,44%"
IGARASSU,PE,01/12/2022,"10,94%"
UBA,MG,01/12/2022,"12,50%"
NOVO GAMA,GO,01/12/2022,"6,25%"
ACAILANDIA,MA,01/12/2022,"11,11%"
TRES LAGOAS,MS,01/12/2022,"8,70%"
EUNAPOLIS,BA,01/12/2022,"8,55%"
FORMOSA,GO,01/12/2022,"8,33%"
CORUMBA,MS,01/12/2022,"3,49%"
SAO LOURENCO DA MATA,PE,01/12/2022,"8,06%"
JAPERI,RJ,01/12/2022,"8,47%"
TUBARAO,SC,01/12/2022,"8,70%"
CAMBE,PR,01/12/2022,"11,40%"
ABREU E LIMA,PE,01/12/2022,"8,70%"
GUAIBA,RS,01/12/2022,"6,31%"
BACABAL,MA,01/12/2022,"7,69%"
ERECHIM,RS,01/12/2022,"6,15%"
PARINTINS,AM,01/12/2022,"18,18%"
ITUIUTABA,MG,01/12/2022,"5,42%"
JANDIRA,SP,01/12/2022,"13,51%"
ASSIS,SP,01/12/2022,"9,40%"
TUCURUI,PA,01/12/2022,"10,53%"
CAIEIRAS,SP,01/12/2022,"7,93%"
ARAXA,MG,01/12/2022,"7,04%"
LAVRAS,MG,01/12/2022,"8,22%"
BARRA DO PIRAI,RJ,01/12/2022,"18,42%"
IGUATU,CE,01/12/2022,"6,09%"
SANTA CRUZ DO CAPIBARIBE,PE,01/12/2022,"10,71%"
ITAPERUNA,RJ,01/12/2022,"5,62%"
ALTAMIRA,PA,01/12/2022,"9,78%"
LEME,SP,01/12/2022,"5,23%"
LAGARTO,SE,01/12/2022,"25,00%"
ITUMBIARA,GO,01/12/2022,"12,87%"
PARAGOMINAS,PA,01/12/2022,"7,41%"
SANTO ANTONIO DE JESUS,BA,01/12/2022,"9,62%"
ITAJUBA,MG,01/12/2022,"6,56%"
ITAITUBA,PA,01/12/2022,"37,50%"
PIRAQUARA,PR,01/12/2022,"16,19%"
ITANHAEM,SP,01/12/2022,"7,59%"
SAO GONCALO DO AMARANTE,RN,01/12/2022,"20,83%"
ITAPEVA,SP,01/12/2022,"9,21%"
CAMPO MOURAO,PR,01/12/2022,"4,73%"
SARANDI,PR,01/12/2022,"7,79%"
SAO PEDRO DA ALDEIA,RJ,01/12/2022,"16,42%"
SENADOR CANEDO,GO,01/12/2022,"12,50%"
ITABAIANA,SE,01/12/2022,"11,11%"
ITAUNA,MG,01/12/2022,"4,27%"
CATALAO,GO,01/12/2022,"6,15%"
ARIQUEMES,RO,01/12/2022,"9,23%"
VOTUPORANGA,SP,01/12/2022,"6,80%"
CACAPAVA,SP,01/12/2022,"5,00%"
JATAI,GO,01/12/2022,"4,92%"
VALENCA,BA,01/12/2022,"19,35%"
MOGI MIRIM,SP,01/12/2022,"6,50%"
SAO JOAO DA BOA VISTA,SP,01/12/2022,"3,93%"
PAULINIA,SP,01/12/2022,"7,78%"
SAO JOAO DEL REI,MG,01/12/2022,"11,54%"
ITACOATIARA,AM,01/12/2022,"0,00%"
LORENA,SP,01/12/2022,"4,68%"
ESTEIO,RS,01/12/2022,"15,25%"
TIMOTEO,MG,01/12/2022,"10,81%"
FAZENDA RIO GRANDE,PR,01/12/2022,"6,32%"
PARA DE MINAS,MG,01/12/2022,"6,14%"
MAIRIPORA,SP,01/12/2022,"11,11%"
CANDEIAS,BA,01/12/2022,"17,65%"
BREVES,PA,01/12/2022,"16,67%"
TANGARA DA SERRA,MT,01/12/2022,"9,62%"
PARANAVAI,PR,01/12/2022,"6,00%"
CARATINGA,MG,01/12/2022,"6,67%"
AVARE,SP,01/12/2022,"6,40%"
CACERES,MT,01/12/2022,"10,00%"
PARACATU,MG,01/12/2022,"8,33%"
SANTANA DO LIVRAMENTO,RS,01/12/2022,"8,33%"
NOVA LIMA,MG,01/12/2022,"5,45%"
CACHOEIRA DO SUL,RS,01/12/2022,"8,33%"
UBATUBA,SP,01/12/2022,"10,00%"
SAO ROQUE,SP,01/12/2022,"6,38%"
ARACRUZ,ES,01/12/2022,"9,59%"
SAO CRISTOVAO,SE,01/12/2022,"12,50%"
PATROCINIO,MG,01/12/2022,"8,93%"
IPOJUCA,PE,01/12/2022,"12,87%"
SEROPEDICA,RJ,01/12/2022,"8,14%"
PLANALTINA,GO,01/12/2022,"9,09%"
CRUZEIRO,SP,01/12/2022,"7,04%"
IJUI,RS,01/12/2022,"7,06%"
TRES RIOS,RJ,01/12/2022,"15,15%"
BARRA DO CORDA,MA,01/12/2022,"0,00%"
MANHUACU,MG,01/12/2022,"5,36%"
MATAO,SP,01/12/2022,"9,20%"
ARUJA,SP,01/12/2022,"4,09%"
SERRA TALHADA,PE,01/12/2022,"30,43%"
GURUPI,TO,01/12/2022,"13,89%"
ARARIPINA,PE,01/12/2022,"12,00%"
FRANCISCO BELTRAO,PR,01/12/2022,"3,70%"
QUIXADA,CE,01/12/2022,"15,56%"
GUANAMBI,BA,01/12/2022,"5,48%"
SAPIRANGA,RS,01/12/2022,"7,61%"
SANTO ANGELO,RS,01/12/2022,"7,95%"
JACOBINA,BA,01/12/2022,"21,43%"
PINHEIRO,MA,01/12/2022,"0,00%"
CARPINA,PE,01/12/2022,"5,26%"
CAMPO LIMPO PAULISTA,SP,01/12/2022,"8,11%"
JOAO MONLEVADE,MG,01/12/2022,"11,76%"
CACOAL,RO,01/12/2022,"4,55%"
BEBEDOURO,SP,01/12/2022,"4,72%"
VILHENA,RO,01/12/2022,"12,20%"
GRAVATA,PE,01/12/2022,"13,51%"
PACATUBA,CE,01/12/2022,"15,15%"
SERRINHA,BA,01/12/2022,"9,38%"
CANINDE,CE,01/12/2022,"14,71%"
LAJEADO,RS,01/12/2022,"6,38%"
SAO BENTO DO SUL,SC,01/12/2022,"3,70%"
ALFENAS,MG,01/12/2022,"12,07%"
GOIANA,PE,01/12/2022,"9,09%"
ALEGRETE,RS,01/12/2022,"21,43%"
NOVA SERRANA,MG,01/12/2022,"6,58%"
PONTA PORA,MS,01/12/2022,"3,28%"
PATO BRANCO,PR,01/12/2022,"11,25%"
VICOSA,MG,01/12/2022,"3,23%"
CRUZEIRO DO SUL,AC,01/12/2022,"6,25%"
SAO SEBASTIAO,SP,01/12/2022,"7,59%"
TRES CORACOES,MG,01/12/2022,"10,13%"
SAQUAREMA,RJ,01/12/2022,"11,11%"
PICOS,PI,01/12/2022,"4,76%"
LINS,SP,01/12/2022,"5,47%"
JABOTICABAL,SP,01/12/2022,"7,83%"
CURVELO,MG,01/12/2022,"8,33%"
REDENCAO,PA,01/12/2022,"9,09%"
TELEMACO BORBA,PR,01/12/2022,"6,02%"
UNAI,MG,01/12/2022,"9,09%"
CACADOR,SC,01/12/2022,"19,05%"
BELO JARDIM,PE,01/12/2022,"7,41%"
SAO FELIX DO XINGU,PA,01/12/2022,"0,00%"
CATAGUASES,MG,01/12/2022,"5,43%"
PIRASSUNUNGA,SP,01/12/2022,"11,32%"
CRATEUS,CE,01/12/2022,"2,33%"
CALDAS NOVAS,GO,01/12/2022,"8,02%"
AQUIRAZ,CE,01/12/2022,"10,00%"
RIO LARGO,AL,01/12/2022,"16,67%"
IBIUNA,SP,01/12/2022,"12,50%"
VALENCA,RJ,01/12/2022,"9,38%"
PALMEIRA DOS INDIOS,AL,01/12/2022,"10,00%"
ARCOVERDE,PE,01/12/2022,"26,67%"
QUIXERAMOBIM,CE,01/12/2022,"4,76%"
CIANORTE,PR,01/12/2022,"7,69%"
OURO PRETO,MG,01/12/2022,"6,71%"
VIANA,ES,01/12/2022,"20,00%"
CAJAMAR,SP,01/12/2022,"6,72%"
CHAPADINHA,MA,01/12/2022,"11,11%"
ARACATI,CE,01/12/2022,"4,84%"
TIANGUA,CE,01/12/2022,"18,75%"
RUSSAS,CE,01/12/2022,"7,41%"
CONCORDIA,SC,01/12/2022,"0,00%"
DIAS DAVILA,BA,01/12/2022,"7,46%"
CASTRO,PR,01/12/2022,"17,65%"
CAMBORIU,SC,01/12/2022,"12,73%"
SANTA ROSA,RS,01/12/2022,"3,23%"
ITAPIRA,SP,01/12/2022,"4,04%"
MOCOCA,SP,01/12/2022,"7,41%"
CEARA MIRIM,RN,01/12/2022,"0,00%"
MACAIBA,RN,01/12/2022,"11,11%"
VINHEDO,SP,01/12/2022,"3,48%"
FERNANDOPOLIS,SP,01/12/2022,"6,67%"
SAO SEBASTIAO DO PARAISO,MG,01/12/2022,"11,11%"
AMPARO,SP,01/12/2022,"5,00%"
FORMIGA,MG,01/12/2022,"7,89%"
CASCAVEL,CE,01/12/2022,"5,26%"
EMBU GUACU,SP,01/12/2022,"11,11%"
SOUSA,PB,01/12/2022,"12,66%"
NAVEGANTES,SC,01/12/2022,"5,79%"
VENANCIO AIRES,RS,01/12/2022,"16,67%"
FARROUPILHA,RS,01/12/2022,"4,17%"
TUPA,SP,01/12/2022,"5,00%"
SORRISO,MT,01/12/2022,"9,38%"
ESTANCIA,SE,01/12/2022,"10,77%"
ICO,CE,01/12/2022,"5,88%"
CAICO,RN,01/12/2022,"6,25%"
CRUZ ALTA,RS,01/12/2022,"7,50%"
CAMAQUA,RS,01/12/2022,"7,69%"
LENCOIS PAULISTA,SP,01/12/2022,"7,55%"
CAPANEMA,PA,01/12/2022,"9,52%"
SANTO ANTONIO DO DESCOBERTO,GO,01/12/2022,"3,70%"
OURICURI,PE,01/12/2022,"20,00%"
ESCADA,PE,01/12/2022,"15,38%"
ITAMARAJU,BA,01/12/2022,"6,82%"
BRUMADO,BA,01/12/2022,"28,57%"
PACAJUS,CE,01/12/2022,"13,64%"
PESQUEIRA,PE,01/12/2022,"7,69%"
VACARIA,RS,01/12/2022,"9,09%"
CONCEICAO DO COITE,BA,01/12/2022,"17,95%"
SAO BORJA,RS,01/12/2022,"10,00%"
RIO DO SUL,SC,01/12/2022,"6,06%"
CRUZ DAS ALMAS,BA,01/12/2022,"15,00%"
ARARANGUA,SC,01/12/2022,"10,45%"
JANUARIA,MG,01/12/2022,"8,89%"
CARAZINHO,RS,01/12/2022,"5,56%"
ITABERABA,BA,01/12/2022,"11,76%"
COSMOPOLIS,SP,01/12/2022,"7,41%"
PENAPOLIS,SP,01/12/2022,"8,96%"
GOIANESIA,GO,01/12/2022,"10,00%"
MORADA NOVA,CE,01/12/2022,"9,09%"
CAMPO BOM,RS,01/12/2022,"1,47%"
PENEDO,AL,01/12/2022,"5,45%"
CAMOCIM,CE,01/12/2022,"7,69%"
BOM JESUS DA LAPA,BA,01/12/2022,"20,00%"
PEDRO LEOPOLDO,MG,01/12/2022,"8,64%"
ROLANDIA,PR,01/12/2022,"8,00%"
BIGUACU,SC,01/12/2022,"12,77%"
UNIAO DOS PALMARES,AL,01/12/2022,"0,00%"
BEZERROS,PE,01/12/2022,"13,51%"
LUIS EDUARDO MAGALHAES,BA,01/12/2022,"6,47%"
PERUIBE,SP,01/12/2022,"9,23%"
MONTENEGRO,RS,01/12/2022,"7,41%"
PALMARES,PE,01/12/2022,"10,34%"
SURUBIM,PE,01/12/2022,"40,00%"
CIDADE OCIDENTAL,GO,01/12/2022,"10,81%"
GASPAR,SC,01/12/2022,"6,67%"
ICARA,SC,01/12/2022,"10,53%"
BATATAIS,SP,01/12/2022,"3,57%"
GRAJAU,MA,01/12/2022,"50,00%"
PONTE NOVA,MG,01/12/2022,"4,55%"
SANTO AMARO,BA,01/12/2022,"28,57%"
HORIZONTE,CE,01/12/2022,"15,15%"
ACARAU,CE,01/12/2022,"0,00%"
MORENO,PE,01/12/2022,"8,33%"
UNIAO DA VITORIA,PR,01/12/2022,"3,45%"
SANTA IZABEL DO PARA,PA,01/12/2022,"0,00%"
LIMOEIRO DO NORTE,CE,01/12/2022,"13,51%"
ANDRADINA,SP,01/12/2022,"4,71%"
BARRA DO GARCAS,MT,01/12/2022,"10,00%"
GUARABIRA,PB,01/12/2022,"8,57%"
MIRASSOL,SP,01/12/2022,"5,26%"
INDAIAL,SC,01/12/2022,"8,85%"
SALGUEIRO,PE,01/12/2022,"23,53%"
TRES PONTAS,MG,01/12/2022,"9,09%"
SAO MIGUEL DOS CAMPOS,AL,01/12/2022,"23,08%"
IRATI,PR,01/12/2022,"13,64%"
RIO BONITO,RJ,01/12/2022,"24,14%"
BARBALHA,CE,01/12/2022,"8,57%"
IBITINGA,SP,01/12/2022,"8,97%"
LAGOA SANTA,MG,01/12/2022,"11,86%"
TAQUARA,RS,01/12/2022,"7,32%"
PIRAPORA,MG,01/12/2022,"11,11%"
TAUA,CE,01/12/2022,"0,00%"
LIMOEIRO,PE,01/12/2022,"13,04%"
CABEDELO,PB,01/12/2022,"7,53%"
REGISTRO,SP,01/12/2022,"15,00%"
TIMBAUBA,PE,01/12/2022,"16,67%"
TAQUARITINGA,SP,01/12/2022,"4,00%"
CACHOEIRAS DE MACACU,RJ,01/12/2022,"33,33%"
CANOINHAS,SC,01/12/2022,"14,29%"
MARIANA,MG,01/12/2022,"6,06%"
PORTO FERREIRA,SP,01/12/2022,"1,43%"
FRUTAL,MG,01/12/2022,"5,88%"
GUAPIMIRIM,RJ,01/12/2022,"8,16%"
SAO BENTO DO UNA,PE,01/12/2022,"0,00%"
CAMPO BELO,MG,01/12/2022,"1,94%"
