Cidade,Uf,mes/ano,reativacao
ANANINDEUA,PA,01/12/2022,"1,78%"
SAO JOAO DE MERITI,RJ,01/12/2022,"9,86%"
APARECIDA DE GOIANIA,GO,01/12/2022,"3,39%"
NITEROI,RJ,01/12/2022,"1,63%"
CAMPOS DOS GOYTACAZES,RJ,01/12/2022,"0,95%"
CAXIAS DO SUL,RS,01/12/2022,"5,31%"
MAUA,SP,01/12/2022,"3,04%"
FLORIANOPOLIS,SC,01/12/2022,"1,50%"
VILA VELHA,ES,01/12/2022,"1,24%"
SANTOS,SP,01/12/2022,"5,29%"
SAO JOSE DO RIO PRETO,SP,01/12/2022,"3,27%"
PORTO VELHO,RO,01/12/2022,"1,52%"
SERRA,ES,01/12/2022,"1,35%"
DIADEMA,SP,01/12/2022,"8,73%"
OLINDA,PE,01/12/2022,"4,33%"
MACAPA,AP,01/12/2022,"2,17%"
BETIM,MG,01/12/2022,"0,65%"
CAMPINA GRANDE,PB,01/12/2022,"7,26%"
MOGI DAS CRUZES,SP,01/12/2022,"2,59%"
CARAPICUIBA,SP,01/12/2022,"1,48%"
PIRACICABA,SP,01/12/2022,"0,72%"
MONTES CLAROS,MG,01/12/2022,"5,35%"
JUNDIAI,SP,01/12/2022,"2,97%"
MARINGA,PR,01/12/2022,"1,38%"
CARIACICA,ES,01/12/2022,"1,35%"
BAURU,SP,01/12/2022,"4,95%"
ANAPOLIS,GO,01/12/2022,"2,17%"
RIO BRANCO,AC,01/12/2022,"2,57%"
CANOAS,RS,01/12/2022,"1,42%"
SAO VICENTE,SP,01/12/2022,"6,70%"
VITORIA,ES,01/12/2022,"2,48%"
PELOTAS,RS,01/12/2022,"1,08%"
FRANCA,SP,01/12/2022,"0,90%"
ITAQUAQUECETUBA,SP,01/12/2022,"8,70%"
BLUMENAU,SC,01/12/2022,"2,12%"
PONTA GROSSA,PR,01/12/2022,"1,55%"
CARUARU,PE,01/12/2022,"0,82%"
CAUCAIA,CE,01/12/2022,"4,35%"
RIBEIRAO DAS NEVES,MG,01/12/2022,"4,05%"
VITORIA DA CONQUISTA,BA,01/12/2022,"1,72%"
PAULISTA,PE,01/12/2022,"1,28%"
PETROPOLIS,RJ,01/12/2022,"7,11%"
GUARUJA,SP,01/12/2022,"5,43%"
UBERABA,MG,01/12/2022,"1,69%"
PETROLINA,PE,01/12/2022,"0,86%"
BOA VISTA,RR,01/12/2022,"7,09%"
TAUBATE,SP,01/12/2022,"3,36%"
CASCAVEL,PR,01/12/2022,"1,29%"
SANTAREM,PA,01/12/2022,"0,58%"
LIMEIRA,SP,01/12/2022,"4,49%"
SUZANO,SP,01/12/2022,"3,05%"
SAO JOSE DOS PINHAIS,PR,01/12/2022,"1,50%"
PRAIA GRANDE,SP,01/12/2022,"1,47%"
GOVERNADOR VALADARES,MG,01/12/2022,"5,08%"
VOLTA REDONDA,RJ,01/12/2022,"2,80%"
GRAVATAI,RS,01/12/2022,"1,34%"
MOSSORO,RN,01/12/2022,"0,81%"
SANTA MARIA,RS,01/12/2022,"4,38%"
FOZ DO IGUACU,PR,01/12/2022,"1,68%"
VARZEA GRANDE,MT,01/12/2022,"1,56%"
NOVO HAMBURGO,RS,01/12/2022,"1,07%"
IMPERATRIZ,MA,01/12/2022,"7,04%"
JUAZEIRO DO NORTE,CE,01/12/2022,"1,16%"
SUMARE,SP,01/12/2022,"1,07%"
BARUERI,SP,01/12/2022,"1,23%"
IPATINGA,MG,01/12/2022,"3,16%"
CAMACARI,BA,01/12/2022,"3,80%"
VIAMAO,RS,01/12/2022,"2,27%"
EMBU DAS ARTES,SP,01/12/2022,"1,26%"
ITABORAI,RJ,01/12/2022,"7,92%"
TABOAO DA SERRA,SP,01/12/2022,"6,32%"
MAGE,RJ,01/12/2022,"1,53%"
MARABA,PA,01/12/2022,"1,26%"
PALMAS,TO,01/12/2022,"5,56%"
SAO CARLOS,SP,01/12/2022,"3,26%"
COLOMBO,PR,01/12/2022,"2,46%"
ARAPIRACA,AL,01/12/2022,"1,22%"
MARILIA,SP,01/12/2022,"5,32%"
SETE LAGOAS,MG,01/12/2022,"3,17%"
SAO LEOPOLDO,RS,01/12/2022,"1,67%"
DIVINOPOLIS,MG,01/12/2022,"0,99%"
MARACANAU,CE,01/12/2022,"8,75%"
AMERICANA,SP,01/12/2022,"3,59%"
JACAREI,SP,01/12/2022,"1,86%"
ITAPEVI,SP,01/12/2022,"1,74%"
PARNAMIRIM,RN,01/12/2022,"6,77%"
PRESIDENTE PRUDENTE,SP,01/12/2022,"2,54%"
ARARAQUARA,SP,01/12/2022,"1,34%"
MACAE,RJ,01/12/2022,"1,23%"
ITABUNA,BA,01/12/2022,"3,19%"
SAO JOSE,SC,01/12/2022,"2,43%"
SANTA LUZIA,MG,01/12/2022,"2,14%"
INDAIATUBA,SP,01/12/2022,"0,46%"
ALVORADA,RS,01/12/2022,"6,45%"
COTIA,SP,01/12/2022,"2,15%"
JUAZEIRO,BA,01/12/2022,"1,35%"
HORTOLANDIA,SP,01/12/2022,"1,08%"
RIO GRANDE,RS,01/12/2022,"3,85%"
DOURADOS,MS,01/12/2022,"2,30%"
CRICIUMA,SC,01/12/2022,"0,75%"
RONDONOPOLIS,MT,01/12/2022,"0,62%"
CACHOEIRO DE ITAPEMIRIM,ES,01/12/2022,"1,14%"
CABO FRIO,RJ,01/12/2022,"4,92%"
RIO CLARO,SP,01/12/2022,"1,30%"
SOBRAL,CE,01/12/2022,"1,49%"
SANTA BARBARA DOESTE,SP,01/12/2022,"3,42%"
PASSO FUNDO,RS,01/12/2022,"2,52%"
ARACATUBA,SP,01/12/2022,"0,81%"
CHAPECO,SC,01/12/2022,"0,68%"
ITAJAI,SC,01/12/2022,"6,35%"
ILHEUS,BA,01/12/2022,"4,88%"
CABO DE SANTO AGOSTINHO,PE,01/12/2022,"1,35%"
MESQUITA,RJ,01/12/2022,"2,29%"
FERRAZ DE VASCONCELOS,SP,01/12/2022,"12,64%"
NOVA FRIBURGO,RJ,01/12/2022,"2,47%"
BARRA MANSA,RJ,01/12/2022,"0,93%"
LAURO DE FREITAS,BA,01/12/2022,"1,30%"
CASTANHAL,PA,01/12/2022,"3,17%"
RIO VERDE,GO,01/12/2022,"2,94%"
IBIRITE,MG,01/12/2022,"2,12%"
ANGRA DOS REIS,RJ,01/12/2022,"2,50%"
LUZIANIA,GO,01/12/2022,"6,94%"
GUARAPUAVA,PR,01/12/2022,"2,53%"
FRANCISCO MORATO,SP,01/12/2022,"1,93%"
NOSSA SENHORA DO SOCORRO,SE,01/12/2022,"1,04%"
AGUAS LINDAS DE GOIAS,GO,01/12/2022,"9,88%"
CAMARAGIBE,PE,01/12/2022,"4,17%"
TERESOPOLIS,RJ,01/12/2022,"1,75%"
LAGES,SC,01/12/2022,"0,56%"
ITU,SP,01/12/2022,"3,91%"
PARAUAPEBAS,PA,01/12/2022,"2,29%"
POCOS DE CALDAS,MG,01/12/2022,"0,99%"
TIMON,MA,01/12/2022,"1,22%"
NILOPOLIS,RJ,01/12/2022,"6,60%"
JEQUIE,BA,01/12/2022,"3,53%"
CAXIAS,MA,01/12/2022,"2,70%"
SAO JOSE DE RIBAMAR,MA,01/12/2022,"2,37%"
PINDAMONHANGABA,SP,01/12/2022,"4,30%"
BRAGANCA PAULISTA,SP,01/12/2022,"1,93%"
PARNAIBA,PI,01/12/2022,"1,57%"
SAO CAETANO DO SUL,SP,01/12/2022,"0,36%"
QUEIMADOS,RJ,01/12/2022,"10,94%"
ITAPETININGA,SP,01/12/2022,"2,67%"
PARANAGUA,PR,01/12/2022,"0,47%"
JARAGUA DO SUL,SC,01/12/2022,"0,00%"
LINHARES,ES,01/12/2022,"2,94%"
PALHOCA,SC,01/12/2022,"4,06%"
TEIXEIRA DE FREITAS,BA,01/12/2022,"1,16%"
VALPARAISO DE GOIAS,GO,01/12/2022,"0,95%"
PATOS DE MINAS,MG,01/12/2022,"5,15%"
ALAGOINHAS,BA,01/12/2022,"3,33%"
MOGI GUACU,SP,01/12/2022,"1,95%"
ITAPECERICA DA SERRA,SP,01/12/2022,"0,98%"
ABAETETUBA,PA,01/12/2022,"0,00%"
ARAGUAINA,TO,01/12/2022,"2,53%"
TEOFILO OTONI,MG,01/12/2022,"1,85%"
SAPUCAIA DO SUL,RS,01/12/2022,"2,45%"
JAU,SP,01/12/2022,"5,00%"
BARREIRAS,BA,01/12/2022,"1,65%"
POUSO ALEGRE,MG,01/12/2022,"0,84%"
VITORIA DE SANTO ANTAO,PE,01/12/2022,"0,00%"
MARICA,RJ,01/12/2022,"4,71%"
BOTUCATU,SP,01/12/2022,"3,37%"
BARBACENA,MG,01/12/2022,"1,23%"
GARANHUNS,PE,01/12/2022,"0,45%"
ATIBAIA,SP,01/12/2022,"4,46%"
PORTO SEGURO,BA,01/12/2022,"3,73%"
VARGINHA,MG,01/12/2022,"0,83%"
URUGUAIANA,RS,01/12/2022,"0,69%"
APUCARANA,PR,01/12/2022,"2,60%"
CUBATAO,SP,01/12/2022,"3,08%"
SANTA RITA,PB,01/12/2022,"3,08%"
RESENDE,RJ,01/12/2022,"0,67%"
ARAUCARIA,PR,01/12/2022,"4,49%"
ARARAS,SP,01/12/2022,"1,27%"
CRATO,CE,01/12/2022,"1,50%"
PINHAIS,PR,01/12/2022,"1,09%"
CACHOEIRINHA,RS,01/12/2022,"5,43%"
SABARA,MG,01/12/2022,"3,57%"
SANTA CRUZ DO SUL,RS,01/12/2022,"0,78%"
CONSELHEIRO LAFAIETE,MG,01/12/2022,"1,83%"
SIMOES FILHO,BA,01/12/2022,"3,33%"
CAMETA,PA,01/12/2022,"6,67%"
BAGE,RS,01/12/2022,"0,00%"
TOLEDO,PR,01/12/2022,"0,81%"
FRANCO DA ROCHA,SP,01/12/2022,"5,62%"
CATANDUVA,SP,01/12/2022,"1,48%"
VARZEA PAULISTA,SP,01/12/2022,"1,37%"
SANTANA DE PARNAIBA,SP,01/12/2022,"1,40%"
GUARATINGUETA,SP,01/12/2022,"7,02%"
ITAPIPOCA,CE,01/12/2022,"0,00%"
BARRETOS,SP,01/12/2022,"0,47%"
MARITUBA,PA,01/12/2022,"2,00%"
SERTAOZINHO,SP,01/12/2022,"5,26%"
BAYEUX,PB,01/12/2022,"2,56%"
SINOP,MT,01/12/2022,"0,67%"
VOTORANTIM,SP,01/12/2022,"1,27%"
CODO,MA,01/12/2022,"11,11%"
ITAGUAI,RJ,01/12/2022,"2,22%"
JI PARANA,RO,01/12/2022,"2,54%"
MARANGUAPE,CE,01/12/2022,"0,00%"
ITABIRA,MG,01/12/2022,"6,12%"
BIRIGUI,SP,01/12/2022,"1,53%"
ARARUAMA,RJ,01/12/2022,"3,32%"
BRAGANCA,PA,01/12/2022,"1,49%"
CAMPO LARGO,PR,01/12/2022,"4,17%"
PACO DO LUMIAR,MA,01/12/2022,"2,17%"
ARAGUARI,MG,01/12/2022,"1,34%"
SALTO,SP,01/12/2022,"0,74%"
VESPASIANO,MG,01/12/2022,"6,82%"
SAO MATEUS,ES,01/12/2022,"4,29%"
PASSOS,MG,01/12/2022,"1,12%"
VALINHOS,SP,01/12/2022,"0,33%"
TATUI,SP,01/12/2022,"5,62%"
ALMIRANTE TAMANDARE,PR,01/12/2022,"1,75%"
RIO DAS OSTRAS,RJ,01/12/2022,"1,42%"
CORONEL FABRICIANO,MG,01/12/2022,"0,63%"
BRUSQUE,SC,01/12/2022,"1,89%"
COLATINA,ES,01/12/2022,"1,39%"
BENTO GONCALVES,RS,01/12/2022,"2,45%"
TRINDADE,GO,01/12/2022,"0,52%"
RIBEIRAO PIRES,SP,01/12/2022,"5,45%"
ARAPONGAS,PR,01/12/2022,"0,71%"
PAULO AFONSO,BA,01/12/2022,"0,00%"
POA,SP,01/12/2022,"1,25%"
GUARAPARI,ES,01/12/2022,"13,08%"
CARAGUATATUBA,SP,01/12/2022,"4,23%"
OURINHOS,SP,01/12/2022,"0,64%"
BALNEARIO CAMBORIU,SC,01/12/2022,"0,93%"
SANTANA,AP,01/12/2022,"7,69%"
ITATIBA,SP,01/12/2022,"2,65%"
BARCARENA,PA,01/12/2022,"4,76%"
UMUARAMA,PR,01/12/2022,"0,00%"
PATOS,PB,01/12/2022,"8,33%"
MURIAE,MG,01/12/2022,"2,22%"
IGARASSU,PE,01/12/2022,"0,00%"
UBA,MG,01/12/2022,"1,14%"
NOVO GAMA,GO,01/12/2022,"6,25%"
ACAILANDIA,MA,01/12/2022,"3,70%"
TRES LAGOAS,MS,01/12/2022,"1,24%"
EUNAPOLIS,BA,01/12/2022,"0,85%"
FORMOSA,GO,01/12/2022,"2,08%"
CORUMBA,MS,01/12/2022,"3,49%"
SAO LOURENCO DA MATA,PE,01/12/2022,"1,61%"
JAPERI,RJ,01/12/2022,"0,00%"
TUBARAO,SC,01/12/2022,"4,35%"
CAMBE,PR,01/12/2022,"1,75%"
ABREU E LIMA,PE,01/12/2022,"4,35%"
GUAIBA,RS,01/12/2022,"0,00%"
BACABAL,MA,01/12/2022,"11,54%"
ERECHIM,RS,01/12/2022,"1,54%"
PARINTINS,AM,01/12/2022,"0,00%"
ITUIUTABA,MG,01/12/2022,"0,00%"
JANDIRA,SP,01/12/2022,"9,46%"
ASSIS,SP,01/12/2022,"2,01%"
TUCURUI,PA,01/12/2022,"0,00%"
CAIEIRAS,SP,01/12/2022,"0,88%"
ARAXA,MG,01/12/2022,"2,82%"
LAVRAS,MG,01/12/2022,"1,37%"
BARRA DO PIRAI,RJ,01/12/2022,"5,26%"
IGUATU,CE,01/12/2022,"0,87%"
SANTA CRUZ DO CAPIBARIBE,PE,01/12/2022,"7,14%"
ITAPERUNA,RJ,01/12/2022,"3,37%"
ALTAMIRA,PA,01/12/2022,"1,09%"
LEME,SP,01/12/2022,"1,16%"
LAGARTO,SE,01/12/2022,"6,25%"
ITUMBIARA,GO,01/12/2022,"2,97%"
PARAGOMINAS,PA,01/12/2022,"1,23%"
SANTO ANTONIO DE JESUS,BA,01/12/2022,"0,96%"
ITAJUBA,MG,01/12/2022,"1,64%"
ITAITUBA,PA,01/12/2022,"12,50%"
PIRAQUARA,PR,01/12/2022,"1,90%"
ITANHAEM,SP,01/12/2022,"1,98%"
SAO GONCALO DO AMARANTE,RN,01/12/2022,"8,33%"
ITAPEVA,SP,01/12/2022,"5,26%"
CAMPO MOURAO,PR,01/12/2022,"0,68%"
SARANDI,PR,01/12/2022,"0,87%"
SAO PEDRO DA ALDEIA,RJ,01/12/2022,"7,46%"
SENADOR CANEDO,GO,01/12/2022,"3,13%"
ITABAIANA,SE,01/12/2022,"0,00%"
ITAUNA,MG,01/12/2022,"0,85%"
CATALAO,GO,01/12/2022,"4,62%"
ARIQUEMES,RO,01/12/2022,"3,08%"
VOTUPORANGA,SP,01/12/2022,"1,36%"
CACAPAVA,SP,01/12/2022,"0,56%"
JATAI,GO,01/12/2022,"1,64%"
VALENCA,BA,01/12/2022,"6,45%"
MOGI MIRIM,SP,01/12/2022,"1,63%"
SAO JOAO DA BOA VISTA,SP,01/12/2022,"0,44%"
PAULINIA,SP,01/12/2022,"6,67%"
SAO JOAO DEL REI,MG,01/12/2022,"1,28%"
ITACOATIARA,AM,01/12/2022,"0,00%"
LORENA,SP,01/12/2022,"0,43%"
ESTEIO,RS,01/12/2022,"8,47%"
TIMOTEO,MG,01/12/2022,"1,35%"
FAZENDA RIO GRANDE,PR,01/12/2022,"0,53%"
PARA DE MINAS,MG,01/12/2022,"0,00%"
MAIRIPORA,SP,01/12/2022,"6,67%"
CANDEIAS,BA,01/12/2022,"5,88%"
BREVES,PA,01/12/2022,"0,00%"
TANGARA DA SERRA,MT,01/12/2022,"0,00%"
PARANAVAI,PR,01/12/2022,"2,00%"
CARATINGA,MG,01/12/2022,"4,00%"
AVARE,SP,01/12/2022,"0,80%"
CACERES,MT,01/12/2022,"2,50%"
PARACATU,MG,01/12/2022,"5,56%"
SANTANA DO LIVRAMENTO,RS,01/12/2022,"4,17%"
NOVA LIMA,MG,01/12/2022,"0,91%"
CACHOEIRA DO SUL,RS,01/12/2022,"0,00%"
UBATUBA,SP,01/12/2022,"4,44%"
SAO ROQUE,SP,01/12/2022,"1,06%"
ARACRUZ,ES,01/12/2022,"1,37%"
SAO CRISTOVAO,SE,01/12/2022,"12,50%"
PATROCINIO,MG,01/12/2022,"0,00%"
IPOJUCA,PE,01/12/2022,"1,98%"
SEROPEDICA,RJ,01/12/2022,"2,33%"
PLANALTINA,GO,01/12/2022,"15,15%"
CRUZEIRO,SP,01/12/2022,"1,41%"
IJUI,RS,01/12/2022,"1,18%"
TRES RIOS,RJ,01/12/2022,"0,00%"
BARRA DO CORDA,MA,01/12/2022,"50,00%"
MANHUACU,MG,01/12/2022,"1,79%"
MATAO,SP,01/12/2022,"2,30%"
ARUJA,SP,01/12/2022,"0,58%"
SERRA TALHADA,PE,01/12/2022,"13,04%"
GURUPI,TO,01/12/2022,"0,00%"
ARARIPINA,PE,01/12/2022,"2,00%"
FRANCISCO BELTRAO,PR,01/12/2022,"0,00%"
QUIXADA,CE,01/12/2022,"11,11%"
GUANAMBI,BA,01/12/2022,"1,37%"
SAPIRANGA,RS,01/12/2022,"1,09%"
SANTO ANGELO,RS,01/12/2022,"2,27%"
JACOBINA,BA,01/12/2022,"7,14%"
PINHEIRO,MA,01/12/2022,"0,00%"
CARPINA,PE,01/12/2022,"1,75%"
CAMPO LIMPO PAULISTA,SP,01/12/2022,"2,03%"
JOAO MONLEVADE,MG,01/12/2022,"5,88%"
CACOAL,RO,01/12/2022,"4,55%"
BEBEDOURO,SP,01/12/2022,"0,94%"
VILHENA,RO,01/12/2022,"2,44%"
GRAVATA,PE,01/12/2022,"2,70%"
PACATUBA,CE,01/12/2022,"3,03%"
SERRINHA,BA,01/12/2022,"0,00%"
CANINDE,CE,01/12/2022,"0,00%"
LAJEADO,RS,01/12/2022,"2,13%"
SAO BENTO DO SUL,SC,01/12/2022,"3,70%"
ALFENAS,MG,01/12/2022,"0,86%"
GOIANA,PE,01/12/2022,"0,00%"
ALEGRETE,RS,01/12/2022,"14,29%"
NOVA SERRANA,MG,01/12/2022,"2,63%"
PONTA PORA,MS,01/12/2022,"1,64%"
PATO BRANCO,PR,01/12/2022,"3,75%"
VICOSA,MG,01/12/2022,"1,61%"
CRUZEIRO DO SUL,AC,01/12/2022,"0,00%"
SAO SEBASTIAO,SP,01/12/2022,"2,53%"
TRES CORACOES,MG,01/12/2022,"0,00%"
SAQUAREMA,RJ,01/12/2022,"9,52%"
PICOS,PI,01/12/2022,"2,38%"
LINS,SP,01/12/2022,"0,78%"
JABOTICABAL,SP,01/12/2022,"0,00%"
CURVELO,MG,01/12/2022,"5,56%"
REDENCAO,PA,01/12/2022,"0,00%"
TELEMACO BORBA,PR,01/12/2022,"0,00%"
UNAI,MG,01/12/2022,"1,82%"
CACADOR,SC,01/12/2022,"4,76%"
BELO JARDIM,PE,01/12/2022,"0,00%"
SAO FELIX DO XINGU,PA,01/12/2022,"0,00%"
CATAGUASES,MG,01/12/2022,"2,17%"
PIRASSUNUNGA,SP,01/12/2022,"1,89%"
CRATEUS,CE,01/12/2022,"4,65%"
CALDAS NOVAS,GO,01/12/2022,"1,23%"
AQUIRAZ,CE,01/12/2022,"4,29%"
RIO LARGO,AL,01/12/2022,"4,17%"
IBIUNA,SP,01/12/2022,"2,50%"
VALENCA,RJ,01/12/2022,"0,00%"
PALMEIRA DOS INDIOS,AL,01/12/2022,"0,00%"
ARCOVERDE,PE,01/12/2022,"13,33%"
QUIXERAMOBIM,CE,01/12/2022,"0,00%"
CIANORTE,PR,01/12/2022,"1,10%"
OURO PRETO,MG,01/12/2022,"1,34%"
VIANA,ES,01/12/2022,"12,00%"
CAJAMAR,SP,01/12/2022,"3,36%"
CHAPADINHA,MA,01/12/2022,"0,00%"
ARACATI,CE,01/12/2022,"6,45%"
TIANGUA,CE,01/12/2022,"6,25%"
RUSSAS,CE,01/12/2022,"1,85%"
CONCORDIA,SC,01/12/2022,"2,44%"
DIAS DAVILA,BA,01/12/2022,"1,49%"
CASTRO,PR,01/12/2022,"5,88%"
CAMBORIU,SC,01/12/2022,"3,64%"
SANTA ROSA,RS,01/12/2022,"0,00%"
ITAPIRA,SP,01/12/2022,"2,02%"
MOCOCA,SP,01/12/2022,"3,70%"
CEARA MIRIM,RN,01/12/2022,"0,00%"
MACAIBA,RN,01/12/2022,"0,00%"
VINHEDO,SP,01/12/2022,"1,00%"
FERNANDOPOLIS,SP,01/12/2022,"4,44%"
SAO SEBASTIAO DO PARAISO,MG,01/12/2022,"3,70%"
AMPARO,SP,01/12/2022,"2,50%"
FORMIGA,MG,01/12/2022,"1,32%"
CASCAVEL,CE,01/12/2022,"10,53%"
EMBU GUACU,SP,01/12/2022,"1,23%"
SOUSA,PB,01/12/2022,"1,27%"
NAVEGANTES,SC,01/12/2022,"2,48%"
VENANCIO AIRES,RS,01/12/2022,"0,00%"
FARROUPILHA,RS,01/12/2022,"1,04%"
TUPA,SP,01/12/2022,"5,00%"
SORRISO,MT,01/12/2022,"1,56%"
ESTANCIA,SE,01/12/2022,"4,62%"
ICO,CE,01/12/2022,"5,88%"
CAICO,RN,01/12/2022,"3,13%"
CRUZ ALTA,RS,01/12/2022,"2,50%"
CAMAQUA,RS,01/12/2022,"7,69%"
LENCOIS PAULISTA,SP,01/12/2022,"1,89%"
CAPANEMA,PA,01/12/2022,"0,00%"
SANTO ANTONIO DO DESCOBERTO,GO,01/12/2022,"7,41%"
OURICURI,PE,01/12/2022,"0,00%"
ESCADA,PE,01/12/2022,"0,00%"
ITAMARAJU,BA,01/12/2022,"2,27%"
BRUMADO,BA,01/12/2022,"14,29%"
PACAJUS,CE,01/12/2022,"0,00%"
PESQUEIRA,PE,01/12/2022,"0,00%"
VACARIA,RS,01/12/2022,"0,00%"
CONCEICAO DO COITE,BA,01/12/2022,"0,00%"
SAO BORJA,RS,01/12/2022,"0,00%"
RIO DO SUL,SC,01/12/2022,"1,52%"
CRUZ DAS ALMAS,BA,01/12/2022,"0,00%"
ARARANGUA,SC,01/12/2022,"0,00%"
JANUARIA,MG,01/12/2022,"4,44%"
CARAZINHO,RS,01/12/2022,"5,56%"
ITABERABA,BA,01/12/2022,"0,00%"
COSMOPOLIS,SP,01/12/2022,"2,47%"
PENAPOLIS,SP,01/12/2022,"1,49%"
GOIANESIA,GO,01/12/2022,"5,00%"
MORADA NOVA,CE,01/12/2022,"0,00%"
CAMPO BOM,RS,01/12/2022,"1,47%"
PENEDO,AL,01/12/2022,"3,64%"
CAMOCIM,CE,01/12/2022,"7,69%"
BOM JESUS DA LAPA,BA,01/12/2022,"0,00%"
PEDRO LEOPOLDO,MG,01/12/2022,"1,23%"
ROLANDIA,PR,01/12/2022,"0,00%"
BIGUACU,SC,01/12/2022,"4,26%"
UNIAO DOS PALMARES,AL,01/12/2022,"0,00%"
BEZERROS,PE,01/12/2022,"0,00%"
LUIS EDUARDO MAGALHAES,BA,01/12/2022,"2,16%"
PERUIBE,SP,01/12/2022,"6,15%"
MONTENEGRO,RS,01/12/2022,"3,70%"
PALMARES,PE,01/12/2022,"3,45%"
SURUBIM,PE,01/12/2022,"20,00%"
CIDADE OCIDENTAL,GO,01/12/2022,"2,70%"
GASPAR,SC,01/12/2022,"0,00%"
ICARA,SC,01/12/2022,"0,00%"
BATATAIS,SP,01/12/2022,"0,00%"
GRAJAU,MA,01/12/2022,"0,00%"
PONTE NOVA,MG,01/12/2022,"9,09%"
SANTO AMARO,BA,01/12/2022,"0,00%"
HORIZONTE,CE,01/12/2022,"3,03%"
ACARAU,CE,01/12/2022,"0,00%"
MORENO,PE,01/12/2022,"0,00%"
UNIAO DA VITORIA,PR,01/12/2022,"1,72%"
SANTA IZABEL DO PARA,PA,01/12/2022,"0,00%"
LIMOEIRO DO NORTE,CE,01/12/2022,"0,00%"
ANDRADINA,SP,01/12/2022,"1,18%"
BARRA DO GARCAS,MT,01/12/2022,"5,00%"
GUARABIRA,PB,01/12/2022,"2,86%"
MIRASSOL,SP,01/12/2022,"0,00%"
INDAIAL,SC,01/12/2022,"2,65%"
SALGUEIRO,PE,01/12/2022,"0,00%"
TRES PONTAS,MG,01/12/2022,"0,00%"
SAO MIGUEL DOS CAMPOS,AL,01/12/2022,"0,00%"
IRATI,PR,01/12/2022,"0,00%"
RIO BONITO,RJ,01/12/2022,"6,90%"
BARBALHA,CE,01/12/2022,"0,00%"
IBITINGA,SP,01/12/2022,"1,28%"
LAGOA SANTA,MG,01/12/2022,"5,08%"
TAQUARA,RS,01/12/2022,"0,00%"
PIRAPORA,MG,01/12/2022,"5,56%"
TAUA,CE,01/12/2022,"0,00%"
LIMOEIRO,PE,01/12/2022,"0,00%"
CABEDELO,PB,01/12/2022,"3,23%"
REGISTRO,SP,01/12/2022,"0,00%"
TIMBAUBA,PE,01/12/2022,"0,00%"
TAQUARITINGA,SP,01/12/2022,"4,00%"
CACHOEIRAS DE MACACU,RJ,01/12/2022,"0,00%"
CANOINHAS,SC,01/12/2022,"0,00%"
MARIANA,MG,01/12/2022,"0,00%"
PORTO FERREIRA,SP,01/12/2022,"0,00%"
FRUTAL,MG,01/12/2022,"5,88%"
GUAPIMIRIM,RJ,01/12/2022,"2,04%"
SAO BENTO DO UNA,PE,01/12/2022,"0,00%"
CAMPO BELO,MG,01/12/2022,"0,97%"
